"Destino"|"Categoria"|"Atraccion"|"Comentario"|"Calificacion"|"Anio"
"Baltra"|"Islas‎"|"North Seymour Island"|"Esta isla (hasta ahora) es mi favorito de la isla galapagos. Me encanta leones de mar, y la isla esta llena de ellos! Hay muchas otras la increible vida salvaje para ver como va de senderismo esta isla extraordinaria. La playa esta impecable y tranquilo. Mas alla de las palabras …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Esta fue la mejor atraccion de todos aquellos que hemos tenido en las Islas Galapagos. Un viaje en barco muy agradable y relajado con muy buena comida a bordo nos llevo a la isla. Nos llevaron a tierra en una de las costillas, en la maravillosa playa virgen de arena blanca donde …"|"5"|"2017"
"Baltra"|"Islas‎"|"North Seymour Island"|"Nuestra excursion de sabado a la Isla Seymour Norte con el Narel era fantastico. Nos recogio en nuestro hotel. Nuestro guia nos dio un panorama detallado de la secuencia del dia durante el viaje en autobus hasta el norte de la isla para conocer el barco. El grupo estaba en 16 y …"|"5"|"2017"
"Baltra"|"Islas‎"|"North Seymour Island"|"Vimos piqueros patas azules bailando e incluso vimos un apareamiento! Tambien hay muchos pajaros fragata con gran globo completamente extendida haciendo las llamadas de apareamiento a pasar las hembras. Agregar a este leones marinos, iguanas y aves fragata magnifica para los …"|"5"|"2017"
"Baltra"|"Islas‎"|"North Seymour Island"|"Maravillosa vida salvaje. Piqueros de patas azules por todas partes. Iguanas terrestres y unos iguanas marinas. Un monton de pajaros fragata. Los leones de mar vienen justo al lado de usted. Visita si puedes."|"5"|"2017"
"Baltra"|"Islas‎"|"North Seymour Island"|"Fuimos afortunados de que nuestro guia, David, fue lo suficientemente amable para explicar las cosas en espaniol e ingles. La cantidad de vida silvestre es increible y tienes que trabajar duro para conseguir una mala imagen. Ver piqueros patas azules durante la temporada de …"|"5"|"2017"
"Baltra"|"Islas‎"|"North Seymour Island"|"Buscando especificamente para la Tierra Amarilla Iguanas hicimos una excursion de un dia a la Isla Seymour Norte que entregan exactamente eso. Despues de un viaje en autobus al otro lado de Santa Cruz a bordo de un barco para el viaje llegamos a Seymour Norte unos 90 minutos …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"No puedo decir lo suficiente sobre visitar el Galapagos! Es una visita obligada para la lista. Los animales - piqueros, leones de mar, cangrejos, penquins eran impresionantes. Me tomo fotos interminables mientras aqui y realmente no puedo llevar yo para eliminar cualquier."|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Gran crucero de dia de acercarse y personal con la vida silvestre de las islas Galapagos. Recomiendo hacer un tour en barco. Una Garra Booby era poca azul entre mi amigo y yo, listos para volver a casa con nosotros. Oportunidades para hacer fotos."|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Hice este viaje con una agencia de viajes en Santa Cruz y fue una buena decision de ir alli. No perder el tiempo para estar en un arranque por 3 horas llegar alli en un sentido. Es un viaje de 45 minutos hasta el ferry en el norte ira en un barco. Vas a practicar el snorkel en …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Yo estaba impresionado! Hay muchas aves, iguanas y leones de mar. Tuvimos un aterrizaje humedo y por desgracia no todo el mundo era capaz de bajar del barco. Por suerte para ellos estaban entretenidos en el barco por un ludico ballena que la mayoria de nosotros en la tierra …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Hicimos una excursion de un dia desde Puerto Ayora y disfrutamos de la excursion. La isla es el hogar de muchas aves incluyendo fragatas y alcatraz lugar remoto, que paso a ser de acuerdo con las chicas jovenes nidos fuimos. Tambien vimos leones marinos, focas, iguanas marinas …"|"4"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Esta es una pequenia isla rocosa, con aves de tropecientos fragata muestran su facturas de piqueros de patas azules, rojas haciendo su danza de apareamiento, cientos de iguanas el relajamiento. Vale la pena una visita rapida en un itinerario de galapagos (particularmente para los …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Si extiting neet, Lost World - Visita a Galapagos! Legwans, pajaros, y maravilloso atracciones que es que lo undersee debe ver!"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"En cualquier momento usted puede poner un pie en una de estas islas magicas que tenemos que hacer. Simplemente respetar las reglas y quedarse en el camino. Impacto turistico se esta volviendo evidente."|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Un gran lugar para ver distintos tipos de aves de Galapagos. Habia principalmente alcatraz piqueros, frigatebirds y palomas de galapagos anidando cerca uno del otro. Otras especies incluidas leones marinos e iguanas terrestres. Hermoso paisaje, bien vale la pena visitar."|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Hice una excursion de buceo para principiantes en el centro de descubrimiento de Galapagos buceo con Luis Jara. Tuvimos la experiencia de foso increible y, aprendimos a bucear y no dos inmersiones en un dia y vimos tiburones de punta blanca, rayas, estrellas de mar, y miles de …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Increible, y una pequenia isla en las Galapagos, cuando debe donde se puede ver el monton de aves (aves fragatas y piqueros galapagos) e iguanas de amarillo. Hace mucho calor, ya que no hay sombra alrededor."|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Nuestra primera caminata en el Galapagos Isla Seymour Norte estaba en y fue absolutamente increible. Desde el momento que entramos en tierra nos saludo con patas azules piqueros haciendo danzas de apareamiento. Que fue seguido por grandes iguanas terrestres colgado a lo largo de …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Cuando hacer un tour de un dia a la Isla Seymour Norte se le dara la oportunidad de ver un monton de Frigatebirds nata como es una colonia, y tambien aqui frigatebird algunos Piqueros de patas azules. ¿Que mas se puede decir? Muy recomendable, especialmente si eres un amante de …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Hicimos un tour de un dia a la isla de puerto ayore. Cuesta aproximadamente 145 por persona, pero fue realmente hermoso. Usted puede ver el fregats y piqueros de cerca y tambien el impresdive landiguana. Nos encanto."|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Esta fue nuestra primera oportunidad en Galapagos para ver de cerca la vida salvaje. Aunque nunca llegamos a antigua, este primer marco la pauta para una semana absolutamente estelar."|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Seymour Norte es una pequenia isla con muchas cosas que ver y hacer. Esta a unos 45 minutos en barco desde Santa Cruz pero se siente aislado y singular. observacion de aves es la gran atraccion - incluso vimos un patiazul Blue-garra masculino haciendo un baile de apareamiento …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Acabamos de regresar de un viaje conjunto a Machu Picchu y luego Galapagos. Organizado por explorar, que fueron fantasticos. Condor Travel los representantes en Peru eran excelentes, al igual que G-aventuras toman el Ecuador parte del viaje. magnifico servicio y guias de ambos. …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Esta es otra yermo isla desierta y un caldo de cultivo para las aves fragata. una de las islas mas cerca de Santa Cruz, que bien merece una visita."|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Ver aves y otras especies de la fauna silvestre de cerca y en su entorno natural. Es un paseo caliente alrededor de la isla pero definitivamente vale la pena!"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Introduccion increible a las maravillas de las islas Galapagos. los leones marinos son muy amables y curioso ... iguanas estan por todas partes y no tenemos miedo. Una experiencia como ninguna otra"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Nuestro crucero Paramos aqui primero y guau ... Nuestros naturalistas caminaron por los pajaros fragata colonias, senialando la gran vs. magnificas fragatas. Vimos los pollitos, valija machos bellowing rojos del saco, y mas ... Aqui es donde comenzar a intentar identificar las …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Para cualquier avistamiento de aves avistamiento o excursionista, este es un lugar maravilloso para ver! Estuvimos alli un lunes por la maniana, despues de salir de la de nuestro vuelo. Cogimos el yate (parte de nuestro itinerario con Finch Bay Hotel) a la isla donde habia un …"|"5"|"2016"
"Baltra"|"Islas‎"|"North Seymour Island"|"Traer solar y sombrero! Inner muy caliente si dejas la costa y a pie de la isla. Magnificas fragatas son impresionantes y las iguanas son grandes y por todas partes. Tuvimos la suerte de admirar gaviotas de lava. Vale la pena el viaje"|"4"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Fue verdaderamente increible para caminar el sendero aqui y ver todos los pajaros fragata volando, aterrizando, alimentar a sus pollitos, etc. Verdaderamente una experiencia increible! El buceo en el banco aqui tambien era fantastico ... nos vimos tiburones y varios peces!"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Pasamos unos dias en las islas al final de unas vacaciones de Saga de Ecuador y Peru en 14 nov - unas vacaciones fabulosas. De todo lo que hicimos y lo vi, incluyendo Machu Picchu, las islas Galapagos viaje fue el mejor. Fue asi que se desplazan miedo a ver tanta vida salvaje …"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Esta isla esta repleta de pajaros fragata y boobies con patas azules. Muchos hombres se muestran sus magnificas fragatas sobres rojos distendidas vividos de cuello para atraer a los pajaros mujeres. Tanto las boobies y las fragatas se posan, tenia los pollitos y la descendencia …"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Desde Santa Cruz, el coste es de $150 por 1 day tour, incluye bucear en las Bachas, y almuerzo en el mar. Un naturalista es necesario para nuestros 16 huespedes y fuimos a dar una vuelta por la isla de Seymour Norte por 1 hora a pie y hacia calor! Fuimos en octubre, que es …"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"llevar agua, proteccion solar, binoculares, camara, sombrero, buen buceo. Pensamos que los videos eran mas divertido que fotos"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Es dificil imaginar un lugar estupendo en la tierra para ver los animales por anticipado y personal. Ya que no se conocen depredadores, que apenas aviso que estan alli, pero lo que te avisan de una experiencia previa en sus vidas. Esta pequenia isla estaba formado por un animo de …"|"5"|"2014"
"Baltra"|"Islas‎"|"North Seymour Island"|"Disfrutamos viendo la curva de la Tierra, desde las cimas de los acantilados junto con iguanas terrestres, leones de mar, y una pletora de pajaros y cangrejos."|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Que increible experiencia que es ir a un lugar donde la naturaleza es respetado. Era bastante agradable ver el alcatraz boobies, iguanas y otras especies de la fauna silvestre. Si te gusta la naturaleza te encantaran las Galapagos."|"5"|"2014"
"Baltra"|"Islas‎"|"North Seymour Island"|"Cuesta $150 y no dejes que cualquier agencia le mas. Ellos intentaran pero que permanezcan firmes (recomiendo diciendo que vas a oir otra agencia al lado diciendo $150 .. entonces reducir sus margenes). Esta isla de Bartolomeu es de $150."|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Primera parada en nuestra semana fantastica en Galapagos ... increible visita tierra para una introduccion a aves de Fragata/iguanas y leones de mar (solo unas pocas especies de lo que era seguir). Cada dia diferente y cada uno supero las expectativas. Si tienes la oportunidad …"|"4"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Nos detuvimos aqui en el primer dia de nuestro tour National Geographic. ¡Que gran bienvenida e introduccion a lo que ibamos a ver los proximos 7 dias. La vida silvestre es increible ... leones de mar, Alcatraz boobies, haciendo el apareamiento danza, fragatas, y muchas otras …"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Muy pequenia isla que ofrece el mejor lugar para ver todas las especies unicas de aves de las islas. El camino a pie te lleva por numerosos nest para observar todas las aves de cerca. Todas ellas estan aqui: Alcatraz explosivas, tropicbird, pelicanos, etc."|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Lleno de Alcatraz boobies , lobos marinos hacen gala, aves y lobos marinos hacen gala de fragata. Maravillosa isla para caminar. La vida salvaje era fantastico. Tome mucha agua - no hay sombra"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"El descubrimiento increible de ver no solo la vida silvestre sino tambien eventos especiales como la danza de amor de la Blue boobies con patas. viaje increible!"|"5"|"2014"
"Baltra"|"Islas‎"|"North Seymour Island"|"Hice una visita isla Seymour Norte como parte de un tour por grupo (via Gate 1)Metropolitan . Nos alojamos 3 noches en el Finch Bay Eco-hotel, y fueron transportados desde Santa Cruz Island hasta aqui por medio de los yates de Finch Bay Hotel/Metropolitan's, el leon marino, y …"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Hicimos un viaje de un dia a Seymour Norte en autobus y barco desde Puerto Ayora/Baltra. Asegurate de que venga preparado como no hay literalmente nada en esta isla. Agua (y mucha) es una visita obligada ya que es caliente y hay poca sombra. Habia un monton de vida silvestre …"|"4"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Esto es donde comenzamos nuestra semana largo crucero en las islas Galapagos. Esta cerca del aeropuerto y es el lugar que muchos de los barcos de crucero tomar personas el primer dia de llegada para darles una rapida introduccion a las islas y les deja ver alcatraz Boobies y las …"|"4"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Me encanta todo. No tienen comida de aversiones era buena, el servicio era excelente, buceo era el mejor. Demasiado corto de tiempo."|"5"|"2014"
"Baltra"|"Islas‎"|"North Seymour Island"|"Pasamos una semana en isla de Santa Cruz y hicimos un viaje de un dia a Seymour Norte. lo encantador para presenciar lo que la naturaleza tiene para ofrecer en esta parte unica en el mundo. Vimos muchos pajaros Fragata masculinos en todo su esplendor de apareamiento junto con su …"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Hicimos una excursion por la isla de Seymour Norte. Habia muchas iguanas marinas. Los leones de mar con sus doradas pieles son impresionantes. La isla es hogar de la mas grande colonia de magnificos pajaros Fragata. Los hombres estaban haciendo su ritual de apareamiento y rojos …"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Seymour Norte fue la primera isla que visitamos en nuestra semana largo crucero de Nemo II. Los lobos marinos hacen gala y poblacion de aves fragata eran increibles y el agua tan bonito. Es dificil decidir un lugar favorito en el archipielago ya que cada una es unica. Este viaje …"|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Fuimos aqui en nuestro primer crucero. Un monton de leones marinos y las aves marinas. Fue simplemente increible. Los animales estan tan cerca y no daba miedo. Este fue uno de mis islas favoritas en el crucero."|"5"|"2015"
"Baltra"|"Islas‎"|"North Seymour Island"|"Fuimos en el viaje a esta buena ubicacion el buceo, pero la isla en si es increible pequenio pero sea Lion por todas partes. 50 o 60 pequenios de todas las edades un monton de adultos para dormir por todas partes ... buceo increible lugar un par de kilometros de distancia vimos un …"|"4"|""
"Baltra"|"Islas‎"|"North Seymour Island"|"Aterrizamos en Zodiac en el Celebrity Xpedition y entramos alrededor de los leones de mar para dormir por el camino hasta ver aves fragata (genial y magnifico), boobies (Blue footed y Nazca), gaviotas nocturnas e iguanas terrestres. Genial para acercarse y con todos estos …"|"5"|"2014"
"Baltra"|"Islas‎"|"North Seymour Island"|"Yo sufria de mareo terrible en un dia diferente, y era bastante sinceramente horrorizado. El mar estaba muy, muy tranquilo debido a la direccion que usted viaje. Me tome un par de pastillas para el mareo, pero para ser sincero, no estoy muy seguro de que necesitaba. Si quieres …"|"5"|"2014"
"Baltra"|"Islas‎"|"North Seymour Island"|"Absolutamente maravilloso dia excursion. estimulante y hermosa manera de ver leones marinos, iguanas y una gran variedad de aves en una verdadera y cuidan. Unico y emocionante. Los naturalistas de Galapagos son fantasticas, pero merece la pena hacerlo lento todo el anio esta …"|"5"|"2014"
"Baltra"|"Islas‎"|"North Seymour Island"|"Disfrutamos de la isla, hermosas vistas y una amplia variedad de vida silvestre desde Alcatraz boobies iguanas de tierra a nuestros leones marinos favoritos personales de bebe"|"5"|"2014"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"Alquile un viaje de un dia en Catamaran, de lo mejor que hice en mi vida. Con dos capitanes, barco de lujo, almuerzo hecho en al hora por Cheff. La isla permite el recorrido volcanico, hermoso, de otro mundo. Hasta llegar a la cima desde donde se ve la imagen de la bahia con las …"|"5"|"2019"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"Recuerdo haber leido en un blog de viajes ChokoTrip acerca de esta Isla, y me anime a tomar un tour diario para ir, definitivamente caminar entre sus formaciones volcanicas y el paisaje como si estuvieras en otro planeta. Normalmente este viaje se combina con un snorkel en Bahia …"|"5"|"2018"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"De verdad el paisaje en la isla es como de una postal! Hermoso a mas no poder. Es in creible ver el contraste de colores de la tierra, piedras y arena con poca vegetacion (incluso con pequenias flores) y luego con las islas que la rodean. Lo hacen un lugar magico!"|"5"|"2018"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"Una vista impresionante de las formaciones de lava y las playas a ambos lados de la isla. El camino esta muy bueno, no requiere mayor esfuerzo llegar a la cima."|"5"|"2018"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"Es un lugar magico, unico en el mundo. Con playas hermosas y restos volcanicos expectaculares. Me senti en otro planeta."|"5"|"2018"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"una caminata para llegar al mirador y tener la mejor vista de las islas. Hermoso, imperdible. Tambien puedes ver pingüinos"|"5"|"2017"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"Es una isla joven de formacion volcanica, en donde se puede apreciar flora y fauna unica, los cuales tienen que sobrevivir en condiciones extremas. Es impresionante con se han podido adaptar"|"3"|"2017"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"La excursion a isla Bartolome en general es en conjunto con isla Santiago. Se ven piqueros patas azules y pinguinos (entre las especies endemicas) y el pasaje es alucinante!!! Piedra volcanica de distintos colores, playas de diversos tipos de arena y el crater de un volcan …"|"4"|"2017"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"Contrate una excursion desde Puerto Ayora, que me paso a buscar por el hotel a las 6 hs. Unos 40 km por ruta (hasta la entrada a la isla Santa Cruz) y luego alrededor de dos horas en catamaran, con el almuerzo incluido. Era la excursion mas cara, algo mas de 170 dolares. El …"|"5"|"2016"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"La pasamos de maravillas en las islas Galapagos, la cual conforman el archipielago mas diverso y complejo del mundo. Las especies de plantas y animales propias de las islas no tuvieron predadores durante miles de anios, razon por la cual los animales no demuestran temor alguno …"|"5"|"2016"
"Bartolome"|"Islas‎"|"Isla Bartolome"|"Isla volcanica, donde se debe ascender mediante escalas un poco mas de 100 metros, tiene descansos pero puede ser un poco agotador debido al calor y humedad. De todos modos el esfuerzo del largo viaje en lancha y el trekking trae sus recompensas: la vista de la roca Pinaculo es …"|"5"|"2016"
