"Destino"|"Categoria"|"Atraccion"|"Comentario"|"Calificacion"|"Anio"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"SI buscas flora y fauna exotica, ademas de conocer la cultura del Amazonas, este lugar es fantastico, todo te invita a contemplar la naturaleza. Ademas puedes experimentar de forma ""sabia"" con los ancianos la ayahuasca."|"4"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Pase tres dias en Cuyabeno y fueron simplemente espectaculares vi muchos animales que nunca me espere, unos atardeceres increibles, y tuve una fabulosa estadia en green Forest Ecolodge."|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Es una reserva muy bien conservada, yo cuando fui no habia demasiados turistas, es tranquila y acogedora. Se pueden ver una gran cantidad y variedad de especies animales y vegetales. Imprescindible para los amantes de la naturaleza."|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Disfrute de tres dias en la selva junto a mis amigos, simplemente fue una experiencia inolvidable. Vi muchos delfines rosados, caimanes, monos, anacondas, y mucha vida silvestre."|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Excelente lugar para salir de la rutina y con la tranquilidad de encontrarse a uno mismo, existe una gran variedad de animales"|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Recomendado para todo amante de la naturaleza. La diversidad de su flora y fauna hace del Cuyabeno uno de los lugares mas hermosos que he conocido"|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Un hermoso lugar en donde se puede ver la naturaleza, y disfrutar de su tranquilidad. Indispensable llevar ropa con manga larga y pantalones largos tambien para adentrarse en este mundo tranquilo que nos desconecta del ruido y nos recuerda que la tierra esta viva y debemos …"|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Cuando decidimos ir No pense que me llenaria tanto con una hermosa experiencia, conocer la naturaleza conocer de animales y recorrer los rios es espectacular, lamento mucho que en los proximos anios quizas por culpa de la explotacion del petroleo se pueda perder este magico …"|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Encantada de este lugar, no dejen de tomar buenas fotografias, hermoso lugar, un poco alejado, sin embargo vale la pena"|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Me encanto, paisajes maravillosos, increibles para captarlas en fotografia, particularmente si se queda observando el amanecer o el atardecer, ademas de su bella naturaleza."|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Es una reserva que se visita en paquetes turisticos. Es una belleza aun casi intocable. Los paquetes aportan muchas actividades para conocerla y eso debe aprovecharse. Olvidarse moviles, o lujos, el lujo es estar alli."|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Fuimos en temporada seca, y los rios estaban con bajo nivel. Habia que bajar a desencallar el bote y empujar. Toda una aventura. Espectaculares paisajes durante todo el trayecto desde que subimos al bote. Se puede ver fauna durante el trayecto. Las caminatas por la selva son …"|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"La Reserva de Cuayaeno es espectacular. Autentica selva y protegida de la mano humana. Convivencia sostenible y equilibrada entre naturaleza y turismo."|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Es linda la reserva, se pueden observar los mas distintos animales, nadar en el rio, y relajar... con el costo mas bajo que el yasuni no creo que hemos perdido nada!"|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Increible! Un lugar precioso, lleno de fauna y flora. Se ofrecen excursiones en todos los lodge de la zona que permiten que uno disfrute de esta belleza. Es un rincon del Amazonas al que hay que ir."|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Me gusto que hubiese banios, que estuviese bien limpio el lugar, cercano a una tienda para comprar alimentos para el viaje y ademas las personas fueron muy amables. Me gusto tambien que estuviese mas alejado de la civilizacion y destaco el increible nivel de conservacion que …"|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"mas bello no se puede pedir mas a la naturaleza, hay que ir cuando esta inundado agosto es super buena fecha, cuesta unos 100 diarios por persona, hay q ir a lago agrio de alli en carro unos 45 minutos y coger lancha uns hora y media mas, es bellisimo, lo mejor de ecuador junto …"|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Para un bicho de ciudad, no hay nada mejor que tener una experiencia como esta. El viaje es desgastante, estuvimos sin energia electrica y con el mundo exterior por 4 dias. Las actividades que te acercan a la naturaleza, imperdibles."|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Estar en la selva ha sido una experiencia maravillosa, recomiendo tomar un lodge ecologico , donde tienes que navegar 2 dias en bote a remo para llegar. Lo bueno es que disfrutas de la fauna del lugar de manera autentica."|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Nos quedamos en Hotmiga lodge 5 dias 4 noches. Sencillo pero una excelente atencion del personal. Comida vegetariana. Vimos muchos pajaros, monos, insectos y el delfin rosado. Apesar de estar en la jungla, no tuvimos problemas con mosquitos ni insectos. Dormimos muy bien. Una …"|"5"|""
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Realmente es una experiencia increible el estar en contacto con la naturaleza,animales,la selva y sus sonidos y por ultimo en un hotel donde te atienden muy bien; que mas se puede padir"|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Lugar recomendable para ver todo tipo de insectos, aves, mamiferos y reptiles. Tambien para tener una aventura unica lejos de la civilizacion."|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"un encuentro fabuloso de cerca con la naturaleza, las caminanatas el camping y los dias de remo fueron geniales. gracias magic river ecolodge"|"5"|"2013"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"este es unos de los lugares mas fantasticos que he visitado, rodeado aun de selva, animales en estado silvestre, parajes extraordinarios, digno de llamarle un paraiso"|"5"|"2013"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Un lugar magico!! unico!! por favor que sigan manteniendo el lugar y que los lodges del sitio sean amigables al ambiente."|"5"|"2013"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Esta reserva es un lugar fantastico muy representativo de la amazonia. El sector de las lagunas es fascinante. Recomiendo que permanezcan en ellas mirando el atardecer, el paisaje y los sonidos son espectaculares. Las culturas locales guardan elementos de mucha atractividad. …"|"5"|"2012"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Reservamos el tour desde Argentina para 4 noches 5 dias, salimos de Quito con vuelo a Lago Agrio ahi nos esperaba un bus que nos decia que en 2 hs estariamos llegando a donde comienza la reserva. Asi fue, llegamos nos registramos con el personal de ahi policia que cuidan la …"|"5"|"2012"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Es una excursion hermosa, que incluye muy distintos aspectos: fauna, flora, caminar, nadar, entender la cultura loca."|"5"|"2012"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Nuestro viaje estaba lleno de serpientes, pajaros, racimo, aranias de todo tipo de insectos y un monton de monos se lo recomendaria a la gente que le encanta ir a la wilde"|"5"|"2017"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Si estas en Ecuador, y quieres visitar el Amazonas, sin duda, ve a la Reserva Cuyabeno. Es una de las dos reservas nacionales de Ecuador, y Reserva Cuyabeno es el mas asequible. Sin embargo, lo que hay que ver es muy similar a lo que hay que ver en Nacional Yasuni. Tienes que …"|"5"|"2017"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Como hay un numero limitado de refugios en la reserva de esta parte de la selva amazonica es aun muy pintoresco y no vimos muchos otros turistas. Viajamos en barco, asi como caminar en la selva. Botas de chicle. Vimos un monton de pajaros, monos y delfines rosados mi favorito."|"5"|"2017"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Estamos viajando a traves de Sudamerica y queria visitar la selva amazonica. Hay un monton de posibilidades, en Peru, Bolivia, Bresil. . . Finalmente decidimos ir a la parte ecuatoriana de la selva. Porque: Quito fue en nuestra ruta y el acceso desde Quito a la selva es …"|"5"|"2017"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Creo que todo el mundo este en uno de los ""refugios"" de la jungla (estuve en Siona Lodge, que recomiendo), y paseos en bote a traves de todos los canales es una experiencia memorable. Las plantas increibles y ocasionalmente aves y monos, etc., hacen de este un lugar especial …"|"5"|"2017"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Tanto en esta reserva de vida salvaje! Me encanto la experiencia de estar en medio de la selva, accesible solo por canoa"|"5"|"2017"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Gran cantidad de vida salvaje, vistas increibles y energia. Un lugar magico con muchas aventuras que"|"5"|"2017"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Verdaderamente una experiencia espectacular. Estas en el corazon de la selva amazonica ecuatoriana, rodeado por la vida silvestre y el agua, pero nada. Nos alojamos en el Lodge y eran Nicky excepcional. No te lo pienses dos veces, si se puede, visitar esta reserva."|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Nos encanto este ambiente en Ecuador, por su belleza natural y su accesibilidad relativa, junto con abundante fauna y aves en sus multiples rios unas. . Se vienen aqui. Una y otra vez!"|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"En general, quede muy satisfecho con la increible experiencia como entramos, nadamos, y viajamos por el parque boated. Yo diria que deberia haber expectativas de vuelta a mi hotel en vez de ponerlos aqui. Vimos todo tipo de vida salvaje, incluyendo monos, perezosos, murcielagos, …"|"4"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Esta es una experiencia unica en la vida. Es refugios rusticos te hacen sentir parte de la selva. Avistamientos de vida salvaje de"|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Tan hermoso. Los guias eran muy aprendido y compartido muchas cosas divertidas de con nosotros. Conocimos a un chaman y comimos una comida estupenda. El personal siempre dispuesto a ayudar con cualquier cosa."|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Ecuador tiene solo el 2% de la Amazonia, pero es el mas biodiversas parte de amazon. Estoy tan contenta de que fui aqui y toda la experiencia es inolvidable."|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"La cuenca de reserva de fauna de Reserva Cuyabeno es donde ver especies animales en la selva, binoculares si trae una visita aqui, pajaros a veces no es facil ver como este en su mayoria en los arboles mas altos. soporte Me sorprendio que un delfines rosados estan presentes en …"|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Podra ver cientos de aves, monos, insectos. Debe ver la aventura. Cuanto mas larga sea su estancia, mas vera."|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"La reserva natural es impresionante y solo vimos una pequenia porcion de ella. Me imagino que es una experiencia diferente en el corto ""temporada seca"" y tengo ganas de entonces. Fuimos a la altura casi de la temporada humeda, o al menos cuando los niveles del agua eran …"|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Es un lugar hermoso! Hemos visto muchos animales, el paisaje es magico y los alojamientos muy mejores opciones."|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Nos detuvimos por tres dias y dos noches en una casa de madera a la orilla donde instalamos nuestras carpas bajo un tejado, asi que no habia problema con animales, aranias, serpientes o algo asi. Teniamos un monton de accion con pajaros para ver delfines, coger caiman, pesca de …"|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Desde nuestro viaje por el rio hasta su llegada al Cuyabeno Lodge nuestro viaje fue increible. Este es un viaje para los amantes de la naturaleza que no estan interesados en un complejo con todo incluido. Sin embargo nuestra cabania era muy confortable. La naturaleza …"|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Reserva Cuyabeno es unica, hay muchos animales, el paisaje es increible, si te encanta fotografia, tienes que ir alli."|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Fue una experiencia wunderful para alojarse en el Cuyabeno Lodge. El servicio era excelente, la comida era fantastica y nuestro guid Stalyn siempre estaba buscando animales hacen notar. El es un estupendo edificio historico guid y atenta, el es lo recomiendo encarecidamente!!"|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Un gran lugar para ver la selva tropical con un presupuesto ajustado. No vayas durante la estacion seca (diciembre-enero) ya que no se puede ver tanta vida salvaje/pasara mucho de su tiempo."|"5"|"2016"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Es una experiencia increible. Se lo recomendamos a todo el mundo! Vimos mucha vida salvaje, es el mejor lugar para alguien que quiere descubrir el bosque y relajarse al mismo tiempo! Y no hay mosquitos ... ¡No se podria pedir nada mejor!"|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Esta es la verdadera experiencia Cuenca Amazonica. Durante mi visita en la temporada humeda, vimos grandes numeros de muchos tipos de animales, plantas e insectos. PERO! Desde que el Cuyabeno es un ""rio negro"" no habia mosquitos. Una maravillosa manera de ver la selva."|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Estoy totalmente subestimar lo mucho que me gusta mi visita a Cuyabeno. Me aloje en Samona Lodge y nuestro grupo lo Fabricio Lopez como nuestra guia. La experiencia fue increible. Fabricio Lopez era muy eficiente y tenia una super-impresionante capacidad para avistar fauna …"|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Esta era mi primera vez en la selva Amazonica y en cualquier tipo de selva. Vi muchos animales con un guia que me has visto antes en la vida silvestre. Soy un estudiante universitario de baja renta de los Estados Unidos y fue una gran opcion para mi porque no me romper mi …"|"4"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Mi primera visita a selvas del Amazonas y me quede impresionado con los parajes naturales de la misma. Definitivamente es un poco lejos de Quito pero sin duda merece la pena."|"4"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Mi primera vez haciendo nada como este, pero dicen los amigos y otros turistas fue lo mejor posible, experiencia mas profundo de la selva, nunca. Fue increible >>> pero solo si tienes la guia Elvis, que parece que funciona fuera de la posada ecologica Gaucamayo."|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Fantastico, lleno de vida salvaje incluyendo delfines rosados, tucanes, monos, cerdos salvajes, serpientes, etc. Fantastico para un Amazonas 4/5 dias de excursion. Hay un monton de excursiones de presupuesto disponible, que ofrecen taaaaaaaaaaaaaan mucho para los pequenios …"|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Es mas de lo que me esperaba! es simplemente maravilloso! Es un largo viaje para llegar alli tienes que estar en forma para hacer los senderos, tuvimos un monton de barro, pero eso es parte de la aventura!"|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"El lugar principal para ver caimanes, delfines, y poco Snake, el caminar de noche es tambien muy interesante!"|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Llevar ropa impermeable. Tomar tantos dias como posible en este magnifico escenario. Puede tomar ayahuasca, lo unico que no tienen suficiente tiempo!"|"5"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Gran lugar para avistar fauna en el Amazonas y al ser una reserva, no es destruido por turismo. Gran experiencia - lo puso en su lista de cubo!"|"4"|"2015"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Una pequenia gran introduccion en el Amazonas. Hay mucho que ver, por supuesto, aunque la guia era esencial."|"4"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Fuimos para un tour de 5 dias en la reserva Cuyabeno con Magic River. Esta reserva esta llena de vida y es considerablemente mas barato que Yasuni, la otra principal reserva del Amazonas. Magic River es una excursion un poco alternativo de la selva, ya que la primera noche …"|"4"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Si quieres ir a el Amazonas, olvidate de Peru, ve a la reserva Cuyabeno en Ecuador. La naturaleza es increible, grandes oportunidades para ver la vida salvaje y el servicio es mejor y mas barato que la mayoria incluso organismos peruanos."|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Este es un sorprendentemente hermosa, en su mayoria pristina seccion del Amazonas en Ecuador. Los refugios blancas bajo presupuesto, hace una visita al Amazonas bastante accesible. ¡ten cuidado que es una aventura, asi que preparate para ser mordidos por insectos y caminar por …"|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Me aloje en Guacamayo Ecoalojamiento en el Cuyabeno Wildlife Reserve 3 noches/4 dias en 2014 Agosto. Esta fue parte de un tres Holiday Ecuatoriana de una semana y fue sin duda uno de los lugares mas destacados. Teniamos un guia y yo era parte de un grupo guay. Vimos una gran …"|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Fuimos alli hace dos semanas con 4 noche 3 excursion de dia y estancia en Siona Lodge. Una de cuatro dias sin lluvia. Otras tres lluvia casi todo el tiempo. La vida silvestre no tanto como esperabamos, especialmente comparar lo que vemos en Kruge National Park en Sudafrica. …"|"4"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Nos alojamos en Siona Lodge. Nuestro guia era Luis que recibe comentarios favorables ... el es increible. delfin rosa del rio Vi, las nuevas especies de perezosos para nosotros ... un par de nuevos monos. Los rios son pequenias, asi que la vegetacion esta cerca. Eso hace que la …"|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"toda la vida salvaje que esperabamos: delfines rosados, anacondas, osos perezosos, monos y pajaros. valio la pena nuestra mientras que ir todo el camino hasta Lago Agrio en lugar de basar nuestra excursion por la selva de mas barato, mas alternativa."|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"La reserva natural es virgen. Hay varios refugios junto al rio pero estan bien protegidas. Las vastas extensiones de selva tranquilisima permanecen. Es un sitio muy bonito y tranquilo."|"5"|"2014"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"yo hice 6 dia fantastico tour por el rio Aguarico a la frontera peruana, alojarse en las Aguas negras y refugios de Zancudo dirigido por las personas locales Kichwua. Mientras triste ver los campos invadir de aceite combustible desarrollo en el bosque, la profundidad de la …"|"5"|"2013"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Pasamos cuatro dias aqui, en el Jamu Lodge. Es un lugar precioso, lleno de fascinantes especies de plantas y animales. De alguna manera, los pueblos indigenas - o su modo de vida- se han salvado de la extincion junto con todo lo demas. Es facil ver los peligros aqui, la tierra …"|"5"|"2013"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Aunque existen desafios en esta zona con la extraccion de aceite, todavia es una magnifica vision de prima naturaleza. Los alojamientos y tours son economico, comodo, agradable, no demasiado fisicamente desafiante (a menos que caminar a traves de un pantano) y lleno de …"|"5"|"2013"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"ningun debate eso es uno de los lugares de la tierra. por eso algunas personas pueden hacer un monton de dinero. Pero por desgracia no las personas locales a cuya la tierra pertenecio. turismo en el camino va por alli no es responsable en absoluto. Todo el trafico de lanchas …"|"1"|"2013"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"Este lugar es fantastico. Los canales son estrechas suficiente para ver los bordes de la selva y la vida silvestre esta en todas partes. Vimos un monton de serpientes, monos, aranias, mariposas y por supuesto los delfines!"|"5"|"2013"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"La variedad y abundancia de vida salvaje era impresionante. El habitat es virgen en su mayor parte, que comprende la selva original pristinas. Los cualesquiera daytrips baratos y refugios seniero de fiesta le resto merito a la sensacion de aislamiento, pero no estropeo disfrute …"|"5"|"2012"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"He viajado por la region Amazonica para 4 decadas como un biologo de conservacion y conocer todos los paises principales parques amazonicos del Amazonas. Con el fin de disfrutar del bosque tropical del Amazonas uno debe observar desde el agua de angostos rios y pequenios lagos. …"|"5"|"2012"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"La excursion al Cuyabeno fue fantastico, nos gusta la excursion, nuestro guia era excelente, vimos muchos animales, la naturaleza y la cultura indigena. Puedo recomendar que Imaginar Ecuador a cualquiera que quiera la mejor jungla Amazon tour."|"5"|"2012"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"los arboles de acacia familia- parece Savannah vegetacion pero que crecen en el lago - muy guay ecosistema. genial aves"|"5"|"2012"
"Cuyabeno Wildlife Reserve"|"Areas de naturaleza y vida silvestre‎"|"Reserva Cuyabeno"|"muchos animales! vimos mucho, era increible! Luis, nuestro guia, hizo un viaje increible!"|"5"|"2012"
