"Destino"|"Categoria"|"Atraccion"|"Comentario"|"Usuario"|"Calificación"|"Año"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"increible ha pasado tanro tiempo y todavia esta con fumarolas pero hermoso como siempre,llevar chaqueta esta muy frio a los 4500 msnm"|"fdosan"|"4"|"2017"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Una experiencia espectacular para poder conocer sitios naturales de nuestra patria. Paisaje, naturaleza y esfuerzo físico que valen la pena."|"Ximena C"|"5"|"2017"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"A principios de Enero fui con unos amigos y mi mujer a la base del volcán Cotopaxi. Fue una experiencia formidable. Contratamos un guía para ir: recorrimos el Parque Nacional Cotopaxi con la belleza de su bosque y la vista de los volcanes Cotopaxi y Rumiñahui, surcamos lagunas …"|"pizarrog"|"5"|"2017"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"a pesar de la altura y de lo extraño que se puede sentir el cuerpo, es una visita INFALTABLE si vas a Ecuador, la variedad de colores, luz, y algo de vegetación autóctona acompañan la subida hasta el refugio, donde se levanta imponente el volcán. Tuvimos la suerte de verlo con …"|"maryval42"|"5"|"2016"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"La energía es indescriptible, el sitio es hermoso, el volcán imponente. Vale la pena tener un poquito de frío. Estar rodeado de naturaleza y volcanes es muy especial."|"Susana Z"|"5"|"2016"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Hermoso lugar, necesitas estar ambientado el frío y con fuerzas para realizar ell ascenso, es gratificante la visita hacia su refugio, simplemente una bella experiencia."|"Maritza"|"5"|"2016"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Vale mucho la pena contemplar el Cotopaxi, aunque no siempre es posible por las nubes que lo cubren, por lo que no suele mostrarse totalmente en estación lluviosa. Mejor consultar cual es la mejor época. Para visitar el parque hay que registrarse y luego acceder con el vehículo. …"|"Eduardo Jose P"|"5"|"2016"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Cotopaxi ofrece a los turistas gran diversidad de Fauna y flora, viajé con mi pareja por Perú durante 6 meses y esta fué una de las mejores experiencias, además del hecho de que logramos llegar hasta el parqueadero haciendo dedo Definitivamente regresaremos!!"|"Maca L"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Es simplemente alucinante. Las nubes lo cubren y lo descubren. Recomiendo quedarte en algún hostal de las inmediaciones para poder verlo descubierto en la mañana. Subirlo es excitante"|"Alicia E"|"5"|"2016"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Hay que visitarlo para sentir de cerca la hermosa naturaleza y poder describir la sensación de belleza que se siente. Además los parajes aledaños completan el viaje."|"Jaime J"|"4"|"2016"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Es un lugar excelente para hacer trekking pero NO SE PUEDE acceder todos lso días del año, no solo por el clima, sino porque puede presentar cierta actividad. Inclusive puede ser qeu para ingresar, se requiere de máscara de oxígeno."|"Gabriela F"|"4"|"2016"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Amo mi pais y haber tenido la oportunidad de visitar el Cotopaxi es una de las mejores experiencias que puedes tener, no es tan frio como parece a demás en el refugio puedes tomar un rico hot chocolate"|"Carol Baquero"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Cerca a Ambato este volcán es imponente cuando tienes la suerte de verlo descubierto. Hay un museo del Hielo y una visita también . Verlo por la carretera es también espectacular ."|"Sixto Garcia"|"5"|"2016"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Cumbre del volcán. Un recorrido exigente hasta la cumbre y vista panorámica de los alrededores y demás nevados del Ecuador. rodeado de planicies flora y fauna de la zona. Caballos salvajes, curiquingues, conejos, picaflores."|"Favio S"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Con gorritos 😉 paseando por el lago cercano al Cotopaxi. Lástima que estuviera ligeramente nublado. Vimos caballos salvajes."|"Pau D"|"4"|"2016"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Lugar precioso, si el clima es bueno la vista desde el refigio es impresionante. Ir abrigados, con gafas, chocolate. Y si averiguan bien, antes de ir contraten un descenso en bicicleta, totalmente recomendado."|"Dacc76"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"El volcán Cotopaxi es luego de las Islas Galápagos la mayor atracción del Ecuador, el ingreso al parque no tiene costo, si quieres llegar al refugio a 4500 msnm debes tener un buen estado físico y paciencia ya que el camino aunque es corto es muy fuerte. Llevar ropa abrigada y …"|"Wilson C"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Es mi volcán favorito del Ecuador, los alrededores son mas bonitos que los del Chimborazo. Las actividades que se pueden hacer son increíbles."|"paulinab49"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Salimos muy temprano de Quito rumbo a cotopaxi, al llegar nos dimos la sorpresa que ya no había carro , con suerte llego un carro que nos cobro 15 dólares por persona incluía ida y retoño y guiados, muy hermoso el lugar, súper recomendable un poco de esfuerzo y llegaras a la …"|"Rocio C"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Lamentablemente para lo que va de año ha estado cerrado por alerta de actividad volcanica, pues como saben es un volcán activo que tuvo actividas por última vez en el año 2003, hasta Agosto del 2015 que registro nueva actividad, esta ubicado en el pico de mayor altura del país …"|"raphalitiums"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Nosotros llegamos con la ilusión e conocer el Cotopaxi y acer una excursión a él pero la reserva está cerrada y prohibida ahora en octubre 2015 por las autoridades del país debido a la situación de emrgencia establecida por posible erupción del mismo"|"CELYUX"|"4"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"La experiencia es increible!!! Recomiendo ir con guías!! Te enseñan a caminar en las diferentes superficies y sobretodo están pendientes de ti por el tema de la altura!! Tomamos un Tour con Neiges y toda la experiencia fue de primera!!!"|"DanielaBrito"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"A 1 hora y pico de quito se puede ir al pie del cotopaxi, se ve muy lindo, pico nevado y ahora estaba con actividad, muy lindo..."|"Mauro V"|"4"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Es una visita única. Eso si, hay que tener buena forma física. Y además ir bien abrigado. Merece la pena llegar a la marca de los 4500 metros de altura pero no hay que hacer locuras. Aunque parece fácil te quita el resuello. Si el día lo permite las fotos son espectaculares"|"Teresa A"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Para mí que no conocía la nieve fue espectacular. La llegada permite que los vehiculos estacionen a 4250 mts de altura aproximadamente y en adelante se debe caminar, el resguardo esta a 4930 mts y para sentír la nieve se deben subir unos 200 o 300 mts mas. Vale la pena aclarar …"|"JoseLuis O"|"4"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Este lugar es impresionante!!! La subida tiene diferentes tramos. El que elegimos fue recomendado por el guia y no se equivoco. Era menos empinado que otras subidas, pero aun asi cansador. Se llega a mucha altura (mas de 4200m) asi que les recomiendo agua y comida que de energia …"|"sil_viajando21"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Viaje Excelente, y barato. Vistas desde el Cielo de otros Volcanes y Montañas.Es duro para subir, pero hagas muchos ejercicios para los pulmones y sus piernas."|"tangod10"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Indescriptible emoción al verlo y mucho más irrepetible la emoción de caminar sus heladas laderas. Preferible un auto 4x4. Después del parqueadero hay que subir hasta el refugio donde se siente la impotencia de la naturaleza."|"Jaime J"|"4"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"El Volcán Activo mas alto de mundo según varias Publicaciones es ademas uno de los mas hermosos, gracias a su casi perfecta geometría y simetría, suelo pensar que todo el mundo a visto y de pronto hasta dibujado al Cotopaxi incluso si nunca a viajado al ecuador, ya que su forma …"|"Juan Carlos R"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"No contamos con la suerte del buen clima. Ya cuando llegamos a la entrada del parque hacía mucho frío y comenzaba la lluvia. Una vez arriba, antes de comenzar el ascenso hacia el refugio nos tomó por sorpresa una tormenta de nieve impresionante y un viento que nos arrastraba, …"|"Michelle C"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Mi lugar preferido de ecuador, tienes varias occiones para llegar, una es pagando un paquete en tu hotel, que es la mas segura si no te sabes mover en quito, tienes que irf preparado física y mental mente, para el frío, y para el difícil ascenso que tienes que hacer si quieres …"|"Elvisjbm7277"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Magnifico lugar, queda a una hora y media de Quito en vehículo particular, en la entra de toman los datos, venden tejidos de lana bonitos y a buen precio si no llevas (se puede pedir descuento) y luego sigues por una carretera donde puedes tomar fotos expendidas del paisaje y …"|"jufer"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"sin duda el escalar el cotopaxi es una aventura que vale la pena vivir! me fue bastante difícil subir hasta el glaciar, en especial porque no estaba con el CALZADO indicado, es un lugar super frio y recoso, se debe de ir con un buen calzado con suela adherente, abrigo, gafas, …"|"Crls0528"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"desde cualquier ángulo se obtienen las mejores fotos de este espectacular volcán. Mejor si subes al refugio y hay nieve alrededor. Pero no hay garantía de un día de sol, puede haber lluvia o ventscas"|"FAPZ"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Siempre que he ido está despejado, tiene una energía que recarga tu cuerpo y tu mente!! Amo este lugar!! Es uno de mis favoritos en las montañas"|"Lis R"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Fascinado con la naturaleza, visita la cara sur, no es muy conocida, busca un buen guía y disfruta de un espectacular paisaje. Lleva tu bicicleta!"|"Andres H"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Imperdible experiencia. Fuimos con el guía turístico Rigoberto, quien nos acompañó y nos dio mucha información sobre el lugar. Primero fuimos parando con la camioneta, para poder aclimatarnos y tomar té de coca y sopa, para prepararnos para salir. Luego emprendimos la caminata. …"|"Ca F"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Como todo atractivo natural estamos ante uno de los volcanes más importantes de Ecuador y representativos. Fuimos con mi familia en un día no tan despejado pero lo que me gusto es que a pesar de eso pudimos disfrutar del volcan, sus lagunas y recorrerlo sin la lluvia a que veces …"|"viviana M"|"4"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Fuimos con unos familiares que viven en Quito y ya habían ido varias veces. Estaba nublado y no se veía. Cómo no estoy en buena forma sólo subimos hasta un poco más del aparcamiento. Hacia mucho frío y notaba el mal de altura. Tuvimos suerte porque cuando bajábamos en coche …"|"Pepa V"|"4"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"El sueño de todo montañista y escalador extremo su inmensa belleza imponente tan alto que se ve de varias ciudades alrededor quito se rinde a sus pies cotopaxi : cuello de ganzo simplemente enseña su majestuosidad y si tienes la oportunidad de acercarte vale la pena organizar …"|"elcaraqueno"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Fuimos con el guía Rigoberto al cual recomiendo 100%. Es confiable y tiene un conocimiento sobre la región que impresiona. Al volcán se puede ir hasta la base, hacer el ascenso hasta el refugio, subir al glaciar o escalar hasta el pico. Nosotros llegamos hasta el glaciar. La …"|"EmilianoFerr"|"5"|""
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Fuimos por nuestra cuenta en micro y a la entrada contratamos el guía. Fue realmente una experiencia increíble aunque no es nada fácil caminar en la altura, ya que se siente mucho la falta de oxigeno. Hay que ir muy bien preparado tanto en vestimenta como también agua y hojas de …"|"Romina Cecilia Y"|"4"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Ir a la cumbre significa superar un ascenso que requiere de muy buena preparación física y aclimatación a la altura. Asegúrate de ir con un guía certificado. A mi criterio, se debe contar con experiencia en alta montaña. El ascenso inicia a media noche y en promedio se llega a …"|"Fabian C"|"5"|""
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Fuimos en tour por todo el día!!!! la mejor experiencia un lugar increíble!!!! la subida es un poco dura y se debe estar acostumbrado a la altura. hay que caminar bastante y ventea mucho, así que lo mejor es estar bien abrigados y gafas para poder proteger los ojos. De regreso …"|"Ana G"|"5"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Una travesia dificil pero inolvidable! Vale la pena contratar un guia aunque signifique mas dinero, yo estoy entrenada, en forma gimanasio 3 veces por semana, nada mas, pero no es facil! Hay que aclimatarse a la altura, llevar mucho liquido para poder hidratarse! Vistas …"|"marlbravo"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Hay que averiguar bien la fecha en que puede verser. Estuvimos dos veces en Quito y jamás pudimos verlo, debido a la poca visibilidad, a pesar de ser días despejados. La subida al punto panorámico no nos la recomendaron dado que es muy peligrosa en cuanto a inseguridad"|"Rociopoll"|"2"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Tenia expectativas de lograr llegar al Refugio pero no pudimos lograrlo porque una tormenta de nieve nos sorprendió. Para ir al volcán debes estar bien hidratado y sobretodo llevar la ropa adecuada, que sea impermeable. Los jeans y zapatillas no sirven allà. Si llevas ropa de …"|"Janinacast"|"3"|"2015"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Lo máximo logre llegar al primer refugio ""Jose Rivas"" a casi 5000 msnm eso fue grandioso y muy satisfactorio, la vista es impresionante y llenarte de la fuerza que representa ese imponente volcán no se consigue en todos lados, es una visita 100% recomendada."|"DeisyMartinez"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Les cuento que tuve la oportunidad de hacer cima en el Cotopaxi, fueron 6 horas de subida que valieron la pena, mi recomendación es que contraten una empresa de turismo, les recomiendo GREIVAG en Latacunga frente a la iglesia en la calle Guayaquil, por $130.00 - $160.00 pueden …"|"David F"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Excelente paseo, estuve en el glacial del volcán a 5000 msnm, La vista es excelente. Estuvo nevando en el lugar donde llegamos. Luego un paseo en Bicicleta a un lago con mucha fauna."|"Osmel Armando T"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Mucho biento y se nubla cuando llegas al refugio, poca visibilidad si se piensa escalar, es recomendable hacer el acercamiento su base en un vehículo privado, ya que son mas de 40 km desde la carretera que viene de Quito. Por eso ed mejor venir en Vehiculo particular o con …"|"Guillermo0660"|"4"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Cuando escuchas la palabra ""escalar un volcán"" suena a algo muy lejano que podamos hacer, pero sólo es cuestión de lanzarte a la aventura y verás que lo podrás lograr. La subida al Cotopaxi es realmente cansada, pero tienes una satisfacción enorme estar a 5000 msnm gozando de …"|"damiandro27"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Claramente somos muy pequeños para la enormidad de este volcán, tienen que visitarlo y observarlo. Toda una aventura para conocer"|"Yohana O"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Es un lugar increíble, los guías siempre están pendientes de ti, son muy serios en las recomendaciones. Normalmente se llega a una altura de 5.005 msnm, y tardas mas o menos 1 hora de donde te deja el autobus hasta donde tocas la nieve. ya si quieres hacer cumbre debes contactar …"|"catalina m"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"El asenso al glciar es lo mas divertido en este sitio ya que se pone a prueba la resistencia a la temperatura y a la presion atmosferica lo que no me gusto mucho es que el refugio esta en remodelacion y no se lo puede utilizar"|"Luis Jose Tonato"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Mi paseo hacia el volcán Cotopaxi fue verdaderamente espectacular, apreciarlo desde los lejos y ver tan imponente y majestuosa obra de la naturaleza es impresionante, a lo largo de la vía que lleva a la entrada del parque se ve desde distintos ángulos y créanme es muy bonito y …"|"ignacio i"|"4"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Hay que ir a este hermoso lugar muy bien preparado, con muy buenos guantes, chaquetas, pasa montaña y si se puede con buen estado físico, porque las frias temperaturas y altura te puede causar un muy buen susto, asi preparado la idea es llegar al refugio, para terminar en los …"|"Cris20131981"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Un poco cansado sin embargo muy muy GRATIFICANTE. Espacios únicos y tomas para las fotos increíbles. El primer refugio está en reconstrucción, ergo es mejor que tu lleves algo para tomar y comer. Solo acuérdate de no llevar mucho peso ya que la dificultad de ascenso es un poco …"|"MIGUEL URGILÉS"|"5"|""
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Entre las muchas cosas que nuestro país tiene para ofrecer a nuestros turistas son los expendidos paisajes que tenemos en nuestra serranía, con muy buenos lugares donde hospedarse COTOPAXI es un lugar mágico a solo 8 horas de la ruta del sol"|"DIEGOVICHE"|"4"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Hay que tener un buen estado físico y saber controlar la respiración. El paisaje parece ser ser otro planeta."|"sebasnl84"|"5"|"2013"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Agosto no es buena época para ir porque está completamente cubierto. Un rato que salió algo de sol lo pudimos ver desde la Hacienda pero allí imposible con la niebla y el agua nieve que caía."|"ESPMADRID2012"|"4"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Es un paseo práctico cerca a Quito. La caminata aunque pesada no es imposible y es accesible para muchas personas, no hay que ser un montañista profesional. Simplemente ropa cómoda, abrigada y un buen par de zapatos. La caminata es de unas 2 horas, justo para llegar a la nieve. …"|"ViviToro"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Si vas a Ecuador no puedes de dejar de visitar el Cotopaxi y visitar el Restaurante tambopaxi y si puedes hospedarte es el mejor plan"|"Lorna D"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Una experiencia inolvidable, un lugar único de la tierra. Tuve la oportunidad de llegar hasta los glaciares, impresionante. Bien vale la pena el ascenso."|"Liosday L"|"5"|"2013"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Podes ir en colectivo hasta la entrada del parque, ahi hay camionetas que te llevan hasta la entrada del parque que tenes q entrar al parque si o si con un guarda parque."|"Tatiana_Mariansky"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"La visita al volcán realmente vale la pena. Lo que es una pena y muy malo para un turista es que la entrada al parque es gratis, pero te obligan a contratar a un guía por USD 40 por grupo y eso no es oficial ni figura en ninguna parte. Suena a corrupción y avivada de los guías. …"|"Fernando1806"|"4"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Un lugar que no se puede dejar de conocer .paisaje unicos Vistas espectaculares .lo recomiendo totalmente .una esperiencia unicaa"|"alexandercuba"|"5"|""
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Cotopaxi es un volcán de Ecuador. Con una elevación de 5.897msnm es el segundo de más altura del país y uno de los volcanes activos más altos del mundo. Está situado 50 km al sur de Quito. Llegada al estacionamiento del Refugio del Parque Nacional Cotopaxi (4600m) El camino …"|"eskoltravel"|"5"|"2013"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Vivo a mas o menos a 30 kls en linea recta del volcan Cotopaxi, tomamos la ruta ecologica que sale desde el barrio Selva Alegre/Club los Chillos, esto cerca del redondel del Colibri y Sangloqui. Se transita en principio por un camino asfaltado hasta terminar los primeros barrios …"|"MARQUINHO2013"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"El paisaje al rededor del Cotopaxi es hermoso y el Cotopaxi es el volcan perfecto. Uno de los sitios en el mundo que no puedes morir sin antes conocerlo!"|"Macoto A"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Realmente fué una oportunidad el poder avistar al Vocán Cotopaxi, ya que este se oculto luego de una corta aparición en la cual pudimos tomar algunas fotos, es decir la parte negativa sería algo incontrolable , pues al volcán se lo ve si el tiempo lo permite"|"pcasaresv"|"5"|"2014"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Realmente haber llegado a estar muy cerca de él justificó todo el camino que realizamos para poder admirarlo."|"Elchipel"|"5"|"2013"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"La excursión al Cotopaxi nos permite observar paisajes espectaculares. Si nuestra forma física o aclimatación a la altura no es suficiente podemos acceder por carretera de tierra hasta el pie del refugio, de contar con condiciones podemos subir hasta el mismo (4800 metros). …"|"Roger C"|"5"|"2013"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Fantástico día con guía Fernando. La excursión de un día por Cotopaxi fue lo más destacado de nuestro viaje. Me preocupaba que podría ser más de lo que podía soportar, pero es completamente posible si sigues sus consejos guías y decir que puedes! Soy una madre de 50 años de 5. …"|"71sheria"|"5"|"2017"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Caminamos, despacio, y nos bendice con un día soleado y fue espectacular. nieve en el ecuador! !"|"franchescaG"|"5"|"2017"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Fuimos con un grupo de viaje y guía hacia el volcán. Primera aparcamos y comenzamos el senderismo. El clima en la base era muy agradable, aunque una vez que estacionó la furgoneta, el tiempo era muy ventoso, frío y sleeting- que hicieron que todo el más fantástico! ! Nuestra …"|"rubygirl6"|"5"|"2017"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Me encantó ciclismo en el Parque Cotopaxi. Qué emoción fue ver caballos salvajes, tomar fotos en el pico volcánico y disfrutar de la sensación de las nubes en mi piel."|"Dziedzorm82"|"5"|"2016"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Cuando llegamos allí, el clima aún era bien, aparcamos en el aparcamiento debajo del Lodge, en 4400 m. Luego caminamos hasta el Lodge en 4864 m, que está a una hora a pie de acuerdo a la guía del parque nacional. Nosotros lo hicimos en 35 minutos, pero las carreras de corazón, y …"|"sergeorban1971"|"5"|"2017"
"Tanicuchí"|"Volcanes‎"|"Cotopaxi Volcano"|"Ån interesante más de dos horas de viaje de horas desde Quito. Tienes un paisaje agradable para después de dejar la ciudad. Con el autobús que llegue a 4500 metros. Sin embargo, los últimos kilómetros se encuentra en una carretera muy mala tierra muy afectadas por lluvia para …"|"Hans-Olof H"|"4"|"2017"
