"Destino"|"Categoria"|"Atraccion"|"Comentario"|"Usuario"|"Calificación"|"Año"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Llegamos un fin de semana por la noche con la idea de tener un tiempo de “relax” y “descanso” pero a partir de las 11pm un grupo de personas se dedicaron a conversar fuera de sus habitaciones por lo q llamamos a seguridad con la finalidad de pedirles q tengan su “reunión “ …"|"oscarioh"|"2"|"2018"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Los paisajes y las piscinas muy relajantes y bonitas. Me senti muy bien y las aguas termales excelentes"|"albert002018"|"4"|"2018"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Servicio de spa y masajes espectacular, piscinas bien mantenidas y personal muy amable. La comida es buena. Hay instalaciones nuevas, que hacen que el lugar se vea más pintoresco y moderno."|"paulaprova98"|"5"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Hermoso lugar. Fabulosas termas. Hermosas habitaciones. Excelente comida. Termas con gran privacidad abiertas las 24hs"|"Alejandra H"|"5"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Un paisaje hermoso rodea las piscinas termales, el contraste del frio del ambiente y el calor del agua es perfecto, una tarde ahi es preciosa! Se descansa, la comida es muy fresca y está al alcance de cualquier persona"|"valeria371"|"5"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Las termas son un lugar muy popular para visitar si quieres algo más exclusivo no es tu lugar, nosotros fuimos en familia y grupo grande, lo disfrutamos porque a la tarde no hay mucha gente y el agua está limpia a partir de las 6 pm o muy de mañana Antes no me gusta, acá muy …"|"Marilys López"|"3"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Brindan servicio de alquiler de toallas y permanece abierto hasta las 22 hs. Muy tranquilo. Una vista impecable, y la piscina de aguas termales excelente"|"Hernán Z"|"5"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"En medio de la montaña de única estas termas con varias propiedades relajantes y sanadoras. Recomiendo ir en la mañana con la familia y los niños y en la noche si es en pareja o con total relax. Vayan dispuestos a relajarse totalmente Recomiendo alternar las piscinas termales …"|"gmier"|"5"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Fue algo improvisado, pero mereció la pena, me gusto mucho y la zona de Cabañas está muy bien para pasar un fin de semana relajago, yo y mi pareja, volvimos nuevos a Quito"|"jgllano"|"5"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Un lugar paisajista para pasar momentos relajantes. Sus piscinas de agua caliente provenientes del volcán antisana con propiedades curativas son indispensables para el organismo por sus minerales volcánicos. La ubicación es impresionante, con una hermosa vista a la montaña."|"Edison Garcia"|"5"|""
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"El mejor Spa, con varias piscinas de aguas termales naturales, un entorno paradisíaco, excelentes masajes, tratamientos y muy buenos espacios para relajación."|"Susana A"|"5"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Las Termas de Papallacta es un conjunto de piscinas (frías y calientes) que se alimentan de las aguas del río Papallacta y de las aguas profundas que vienen de un volcán cercano. Dicen que sus aguas son medicinales de diferentes formas, sin duda deben serlo. Lo cierto es que …"|"Ernesto_uio"|"4"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Fuimos a pasar el día. Me recogieron en el aeropuerto de Quito y seguimos para allá. Queda como a una hora. El día estaba bien nublado, frío y llovía un poquito. El ambiente así se ve misterioso. Estuvimos en el Spa de Termas de Papallacta. Hay varias termas con temperaturas …"|"Majitz"|"4"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Decidimos hacer una parada en Papallacta, y fue una gran idea para empezar bien el año, me habían recomendado las termas y no se equivocaron, disfrutar de este precioso lugar rodeado de naturaleza no tiene precio, por la noche la llovizna fue perfecta para darle un toque …"|"Berny G"|"5"|"2017"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Desde las termas se podían ver las sierras. La entrada no es económica pero lo vale para pasar un día relajante."|"Pausotsit"|"3"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Esta es una muy buena visita para disfrutar de aguas termales y relajarte si eres turista y viajas al oriente puedes incluir esta parada que te renueva las energías y te arregla el cuerpo. Las Instalaciones son muy buenas si puedes hacer la visita entre semana podrás disfrutar …"|"guachamin"|"4"|""
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Un fin de semana con familia disfrutando de las termas remodeladas en realidad muy recomendado y saludable"|"418cristiana"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Me gusta mucho el lugar, sobre todo las termas y aunque he querido quedarme más días me parece un poco caro, por el resto es grandioso el lugar."|"Nathy M"|"4"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"El entorno natural ya vale mucho la pena; las montañas colosales, los bosque frondosos, el cielo espectacular. Nos quedamos en las cabañas y son realmente muy acogedoras, con muy buenas camas, todo muy bien preparado. Las cabañas tienen piscina termal propia lo cual, es …"|"Marciaelena"|"4"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Totalmente sobre evaluado demasiado caro un robo! La comida carisima 2.5 usd para arrendar las batas y uso obligatorio para entrar al restaurante trampa para turistas"|"Juan Martin S"|"1"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Como sugerencia a mi comentario anterior puedo decir que uno de los motivos por los que fui fue para masaje fuerte para cuello y espalda sin embargo me dijeron que no se podía dar sin un diagnóstico médico. Esa es una recomendación llevar radiografía y diagnóstico médico. Las …"|"Jenny M"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Llegamos a primera hora de la mañana y se podía estar sin demasiada gente. Lo malo es que en las piscinas había niños con flotadores y pelota no es ese el concepto de Termas. Es muy caro para lo que ofrece. Nos marchamos a las 12:30 y ya estaba lleno de gente y di casi sitio en …"|"Vicky P. M"|"3"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Un buen lugar para pasar una tarde en familia es bien relajante y uno sale sin estrés de ese lugar pasa de una piscina caliente a otra fría y eso hace que tu cuerpo saque todas las toxinas de tu cuerpo solo irán preparados con toallas ,bloqueador solar , y mudas de ropa y una …"|"Yennifer G"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Hay varios lugares cerca. Este es el mejor de todos. U$8,5 entrada para adulto. Si tienen grupo, es preferible rentar un vehículo y llegar por tu cuenta. Mucho mas económico que el tour, sin embargo se debe tener en cuenta los radares de velocidad al menos hasta la rotonda al …"|"ARIAST80"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Relax total, no se como mas describir este paraiso y al lado un restaurante con un caldito delicioso"|"Carol M"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"La mejor opción para llegar y relajarte, gente muy profesional y amable, comida excelente, el spa una maravilla. Es un lugar obligado para visitar!"|"Luis G"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"El sitio es espectacular, varias piscinas, una más caliente que la otra, piscinas de agua fría, bonito, tranquilo, limpio, tiene restaurante, sillas, alquilan o venden toallas y salvavidas. El clima agradable, tranquilo y relajante. Tiene baños y cambiadores. Me encanto"|"Ismaira Rivera"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Excelente Atencion, muy buenas instalaciones e inmejorables masajes. La comida un poco sencilla pero agradable."|"Alfredo H"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Falta mejorar en comida típica pero el servicio muy bueno. Recomendable ir con reserva. El Camino muy bueno y muchas cosas por conocer y visitar"|"Edwin H"|"4"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Un lugar tranquilo para relajarse y disfrutar del paisaje, en especial si van entre semana es aun más tranquilo. Pienso volver muy pronto para volver con toda mi familia."|"Andrea C"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"El muy relajante, el agua termal y el cambio al agua polar te hace sentir como todos los nervios de tu cuerpo empiezan a regenerarse, el ambiente es único, todo muy limpio, acorde al ecosistema del lugar y ordenado."|"Elizabeth c"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Me encanto la experiencia un paisaje maravilloso un ambiente hermoso todo bien cuidado y limpio. Lo recomiendo !!"|"Mishell V"|"5"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"ess un hermoso lugar con gran variedad de piscinas aunque el hospedaje y la alimentacion me parece un poquito alto como diriamos precio de gringos preferi comer donde Don Wilson y tomarme la copita de puntas"|"Milena C"|"4"|"2016"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"No me canso de ir, es un sueño para el relax y el disfrute. Las cabañas son hermosas y las piscinas privadas. El restaurant sirve platos de primera y los jugos son exquisitos."|"Imagination.Island"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"de tantas piscinas solo en 2 se aguanta la temperatura. El personal es algo descuiado y los precios un exagero (5usd para prestar una toalla)"|"ZGiraldes"|"3"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Visitamos la sección spa, sus 5 piscinas son ideales para relajarse, la infraestructura es adecuada y se cuenta con facilidades varias como casilleros, restaurante y terapias previa cita"|"Ana Gabriela E"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Visitar las Termas es una experiencia inovlidable y reconfortante. Puedes relajarte en aguas termales rodeado de una hermosa naturaleza, escuchar a los pajaros, sentir los chorros de agua en tu cuerpo y comer delicioso. Servicio de primera! te ofrecen toallas y gorros de baño …"|"Titisempere"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"es un lugar excelente para relajarse , desconectarse de todo y disfrutar con las personas que vas, nos hospedamos una noche en una de las cabañas y nos encanto ya que justo afuera teníamos una terna y se podía disfrutar de la naturaleza y relajarse, Definitivamente es un lugar …"|"Nikole P"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Fuimos con un grupo de amigos a disfrutar de una tarde de relax, por lo general vamos a la piscina principal, la que queda cerca de la pequeña piscina de agua fría, este lugar siempre está lleno de personas, hay algunas piscinas para disfrutar y visitar. Se cuenta con …"|"Maribel Rogel"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Lindo lugar para relajar, recomendado 100% para ir en pareja. Sus aguas termales hacen del sitio, un lugar encantador. Cuentan con un Spa increible, muy buena atención."|"davpm89"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"A pesar del frío exterior, una vez dentro de las piscinas, no tienes deseos de salir, salvo cuando se cambia de piscina, disponen de un médico de planta, buena asepcia en todas las instalaciones, solo la comida toca salir al centro poblado."|"milt0n1956"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"El lugar es hermoso, las piscinas espectaculares, lo disfrutamos mucho, el servicio es muy bueno y el personal muy amable, sin embargo, por el costo si sería recomendable mejores comodidades, el colchón es extremadamente duro, las habitaciones no tienen ningún aislante de ruido …"|"Sol L"|"4"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Una muy buena opción para disfrutar de aguas termales, un gran servicio de hotel o cabañas familiares. Excelente cocina local y un spa de nivel internacional. Todo a solo 40 minutos del aeropuerto de Quito"|"Mario M"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Me encanta... tranquilo y frío, pero un lugar para un fin de semana... lindo paisaje y un spa... a una hora de Quito..."|"Francisco Hernández"|"4"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Un lugar para relajarse totalmente, sentir que estas en las montañas con aguas que vienen directamente del volcán es toda una experiencia"|"kaloUIO"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Este es un lugar muy tradicional para las personas que vivimos en la ciudad de Quito, es un lugar fundamental de visita para quienes necesitan un poco de relax de la vida cotidianada.y si estas de visita en Quito, es un lugar que no debe faltar para encontrar un poco de …"|"Jonmanmac8"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Estoy muy satisfecha con las instalaciones, son muy hermosas, es un lugar de sueños, las termas están a la temperatura perfecta, la comida es muy deliciosa, la trucha en salsa de albahaca es fenomenal, es muy deliciosa la comida, y está acorde al precio."|"Betsy B"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Al llegar a las Termas, se tiene 2 opciones a escoger que dependen del precio y las comodidades. Se tiene el Balneario que cuesta $8 para el público en general, existen descuentos para tercera edad y niños. Aquí se encuentran piscinas de agua termal, piscinas polares. El lugar …"|"ramirodavid"|"4"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Delicioso lugar para descansar nada como disfrutar de las termas que te rejuvenecen, te relajan y son buenas para tu salud. excelente lugar para toda la familia"|"Lore A"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Un hermoso lugar para escapar de la ciudad. Ofrece unas piscinas de agua muy caliente y fría. La combinación de ambas harán que tu cuerpo se relaje completamente. El paisaje precioso y la atención excelente."|"aines"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Podés meterte en las termas volcánicas de un lugar hermoso muy cerca de Quito con temperaturas bajo cero por fuera de las piletas. Si te alojás ahí el balcón puede salir directo a las piscinas. Increíble paisaje!"|"Enzo D"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Un lugar increíble en medio de las montañas, todo alrededor es verde. Las termas son hermosas, muy cuidadas."|"Diego F"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Coplejo turístico ideal para relajarse gracias a sus aguas termales, ubicado en el páramo dentro de la reserva ecológica Cayambe - Coca.a una hora de Quito."|"Paul T"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"es un paraiso este lugar, estuve hace poco con unos amigos de Quito y la verdad es que es un disfrute increible, el lugar es maravilloso parece que estuvieras en la Suiza ecuatoriana, los baños son riquisimos y tienes varias opciones, todo limpio y de primera"|"Maria Elena Z"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"el lugar tiene opciones, puedes entrar a la piscina publica por $8 o al spa por $22 este ultimo con la ventaja que no esta tan sobre poblado como la piscina publica y tienes acceso a un albornoz por 2 dolares y toallas gratis , todo esto se agradece cuando hace frio. tal vez sus …"|"Regis C"|"4"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Las piletas de acceso gratuito son imposibles de acceder debido al gentio que traen en buses desde Quito a pasar el día. Si quieres disfrutar las aguas termales, paga el Spa y disfrútalas."|"SGC62"|"3"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Si te agradan las termas no debes dejar de visitarlas, excelentes instalaciones y un paisaje único, rodeado de naturaleza y hermosos colibríes, amerita pasar todo el día. Puedes llevar tus vituallas o utilizar el buen restaurante con excelente comida y precios amables, aceptan …"|"Anabibliotecaria"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Es una muy buena opción si quieres disfrutar de privilegios de la naturaleza, como recomendación tienes que ir para llegar sobre las 7 PM, es mucho mas tranquilo, y el frio que hace te acompaña de manera increíble por lo caliente de las piscinas, eso si ten preparado algo de …"|"Erik F"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Papallacta es muy conocido mpor sus aguas termales, está ubicado en la Provincia de Napo a una hora treinta desde Quito. Las termas de papallacta son un conjunto de piscinas de agua termal, piscinas de diferente tamaño. Es un lugar paradisíaco; multicolor por la neblina que …"|"Delfin2015"|"4"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Es un lugar muy especial, cuentan con 14 piscinas con temperaturas diferentes, siendo naturales ayuda mucho para bajar el cansancio y disfrutar de un muy bien momento. Se dispone de Cabañas en el caso de decidir quedarse, además servicio de spa."|"An Mary L"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Para parejas o familias el mejor lugar para pasar un fin de semana o vacaciones, la mejor comida y servicio, nunca hemos tenido una queja sobre este paradisíaco lugar"|"lalorena2015"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Si quiere conocer un lugar paradisiaco, donde el agua termal emana de la tierra para llenar las hermosas piscinas con agua mineral a 40 grados y rodeado de montañas verdes a veces con neblina y lluvia, debe visitar Papallacta, es simplemente HERMOSO"|"VERONICA637"|"5"|""
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Las piscinas de agua caliente y de agua fría son una experiencia inigualable para pasar un rato de relax y de armonía en familia!, además que la naturaleza que rodea el lugar es no solamente exhuberante, sino que muy hermosa!"|"Charly P"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Las termas de Papallacta es un lugar neto para relax, si alguien desea explorar los alrededores le recomiendo llevar buen abrigo e impermeable ya que se encuentra a mas de 3000 m.s.n.m. y el clima es de páramo."|"Laura S"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Queda a una hora treinta minutos de Quito, cobran la entrada pero es un agradable y bonito lugar; recomiendo el restaurante, buen precio y rica comida, ir en días de semana para evitar aglomeraciones"|"jufer"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Lo mejor es llegar un domigo en la tarde donde ya los visitantes de Quito se han retornado y queda poca gente, lo que hace la experiencia muy grata. Las instalacionesson magnificas y hay gran variedad de piscinas para elegir. La temperatura de las aguas es muy controlada y solo …"|"Ernest"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Son aguas sulfatadas, sódicas, cálcicas, cloruradas y ligeramente magnésicas. Inodoras, incoloras, de sabor ligeramente salobre. Son antialérgicas, desinflamatorias, diuréticas, antirreumáticas, sedantes, Con alojamiento y spa, el sitio ideal para pasar un hermoso día!!!"|"Clau Q"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"No hay nada que decir pasar x papallacta y no visitar sus termas hay varias en el sector muy buenas yo visite las publicas que no le quitan nada alas otras son excelentes"|"Esteban Alejand... A"|"4"|""
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Hay varias piscinas de diferentes tamaños y temperaturas, en la mañana no hay mucha gente pero para el medio día en feriados y fines de semana se llena, que inclusive no dejan entrar. La mantienen bien, pero un poco la limpieza tiene que mejorar, por la cantidad de gente, estas …"|"MARQUINHO2013"|"4"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"el servicio increible, la caminata, las cabañas, la comida... todo es genial... sin duda regresaría!..."|"Jazita2015"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Una excursión que no te podes perder. El hostal guapulo inti te lleva. En la misma van a descubrir la relajación en su estado máximo. Termas naturalea de agua caliente en una ladera fria de agua de deshielo. Las sensaciones y la sensación de pasar del agua helada a la …"|"agus a"|"5"|""
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Se supone que es un spa, pero realmente no lo es.. son varias piscinas unas mas calientes que otras. Si bien es mejor que las piscinas que se encuentran antes de Papallacta, me parece que esta a su vez podría ofrecer dos tipos de servicio, uno general - familiar y otro mas …"|"Ana T"|"3"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Este lugar es uno de mis favoritos, cuando necesito escapar de mi rutina, está a una hora desde Quito vía a el Oriente, el paisaje en el camino es bonito y diferente. Las termas siempre están cuidadas en el aseo, el agua siempre está limpia. Tiene varias piscinas las cuales …"|"Karina J"|"4"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"un lugar excelente para relajarse con familia y amigos. las piscinas están limpias y bien mantenidas y los masajes son excelentes. el único problema es que el área para cambiarse necesita un poco mas de limpieza y también mayores cuartos para cambiarse y ducharse. como …"|"david d"|"3"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Muy cerca de la ciudad de Quito, hermosas piletas con aguas termales de diferentes temperaturas. La cocina del restaurante es muy buena y el menú del día abundante y económico (14 U$S) sin bebida."|"Osvaldo M"|"5"|"2015"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Es un sitio increíble en el páramo, fuimos al spa porque nos dijeron que era mejor al ser más costoso pero la verdad no es un spa, si es un spa no deberían dejar ingresar niños, y debería ser guiada la visita. No deberían dejar ingresar tanta gente. Podrían hacer unas piscinas …"|"Julianmoscoso"|"3"|""
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Estuve en octubre pasado con mi esposa, en realidad es un sitio hermoso y acogedor. el spa es muy organizado, las aguas termales son cristalinas y super relajantes. totalmente recomendable"|"Walter L"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Un lugar encantador, estuve con mi esposa en octubre pasado. el paisaje hermoso, el spa muy organizado, las piscinas son atractivas. como el cupo es limitado uno se siente muy cómodo. la atención es excelente."|"walter L"|"4"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"La riqueza hidro-termal de las aguas se debe a que Papallacta se encuentra situada entre los volcanes Cayambe y Antisana. La temperatura de las termas en su origen varía entre 30° y 70° C (86° a 158° F) y en las piscinas fluctúa entre 36° y 40° C (97° a 104° F). Son aguas …"|"CamiAdventures E"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"En el mes de Enero llame a hacer una reservacion para 15 personas, habia invitado a mi familia a pasar el fin de semana, antes de hacer la reservacion pregunte si podia llevar a mi perra a lo que me dijeron que no habia problema. Pero cuando llegamos nos negaron la entrada con …"|"Rossana A"|"3"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Si busca descanso, relajarte, lejos de ruidos este es el lugar ideal para recargar energías. Tienes spa, piscinas exclusivas, bar, senderos."|"David F"|"4"|""
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Ideal para llevar a gente extranjera o nacional, su spa privado con cinco piscinas termales me encanto. Su valor no es tan bajo pero con mi familia ( incluido ninos) preferimos escoger las opciones de las piscinas termales ( diferentes temperaturas ) que estan dentro. Yo tengo …"|"viviana M"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Hermosa hostería, excelente atención y gastronomía. Sitios bellos para hacer fotografía. No me gustó la gran cantidad de gente que se aglomeran en las piscinas."|"Ivette Ramos"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Es un complejo de piletas en medio de la naturaleza, para relajarse con una vista al mas lindo paisaje. Para ir desde quito tenes que tomar el bus (dos delates aproximadamente), que te deja en el pueblo y de ahi te suben a las termas en camionetas por 1 dolar por persona. El …"|"Nadiaas79"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Sin lugar a duda, estas termas son estupendas, después de una dura semana de trabajo. Recomiendo ir en la tarde noche como a las 7pm, ya que a esta hora el lugar se encuentra con muy poca gente, el agua corre, por lo que no encontraras albercas con agua estancada de todo el …"|"ElViajeroMexico"|"5"|"2014"
"Papallacta"|"Fuentes termales y géiseres‎"|"Termas de Papallacta"|"Las termales de Papallacta un regalo que tenes que hacerte , para descansar y disfrutar un día de Spa maravilloso"|"Lorna D"|"5"|"2014"
